genres,id,keywords,overview,tagline,title,cast,crew
['Comedy'],1624,"['california', 'workaholic', 'birthday', 'lie', 'pregnancy and birth', 'wish', '1990s']","['Fletcher', 'Reede', 'is', 'a', 'fast-talking', 'attorney', 'and', 'habitual', 'liar.', 'When', 'his', 'son', 'Max', 'blows', 'out', 'the', 'candles', 'on', 'his', 'fifth', 'birthday', 'he', 'has', 'just', 'one', 'wish', '-', 'that', 'his', 'dad', 'will', 'stop', 'lying', 'for', '24', 'hours.', 'When', ""Max's"", 'wish', 'comes', 'true,', 'Fletcher', 'discovers', 'that', 'his', 'mouth', 'has', 'suddenly', 'become', 'his', 'biggest', 'liability.']","['Trust', 'me.']",Liar Liar,"['Jim Carrey', 'Maura Tierney', 'Cary Elwes']",['Tom Shadyac']
"['Crime', 'Drama', 'Thriller']",325789,"['undercover', 'biography', 'drug', 'drug lord']","['A', 'U.S', 'Customs', 'official', 'uncovers', 'a', 'massive', 'money', 'laundering', 'scheme', 'involving', 'Pablo', 'Escobar.']","['The', 'true', 'story', 'of', 'one', 'man', 'against', 'the', 'biggest', 'drug', 'cartel', 'in', 'history.']",The Infiltrator,"['Bryan Cranston', 'Diane Kruger', 'John Leguizamo']",['Brad Furman']
"['Drama', 'History', 'War']",113464,[],"['A', 'noisy', 'and', 'absurd', 're-telling', 'of', 'the', 'great', '1950', 'invasion', 'of', 'Inchon', 'during', 'the', 'Korean', 'War', 'which', 'was', 'masterminded', 'by', 'General', 'Douglas', 'MacArthur.']","['LOVE.', 'DESTINY.', 'HEROES.', 'War', 'Changes', 'Everything.']",Inchon,"['Laurence Olivier', 'Jacqueline Bisset', 'Ben Gazzara']",['Terence Young']
"['Fantasy', 'Comedy', 'Family']",888,"['manager', 'jealousy', 'bad mother-in-law', 'adoption', ""family's daily life"", 'stone age', 'plan', 'friendship', 'best friend', 'dinosaur']","['Modern', 'Stone', 'Age', 'family', 'the', 'Flintstones', 'hit', 'the', 'big', 'screen', 'in', 'this', 'live-action', 'version', 'of', 'the', 'classic', 'cartoon.', 'Fred', 'helps', 'Barney', 'adopt', 'a', 'child.', 'Barney', 'sees', 'an', 'opportunity', 'to', 'repay', 'him', 'when', 'Slate', 'Mining', 'tests', 'its', 'employees', 'to', 'find', 'a', 'new', 'executive.', 'But', 'no', 'good', 'deed', 'goes', 'unpunished.']",['Yabba-Dabba-Doo!'],The Flintstones,"['John Goodman', 'Elizabeth Perkins', 'Rick Moranis']",['Brian Levant']
"['Action', 'Crime', 'Thriller']",82675,"['kidnapping', 'turkey', 'police chase', 'bag over head', 'violence', 'fbi agent', 'teenage daughter', 'stealing a car', 'ex-husband ex-wife relationship', 'albanian', 'u.s. embassy', 'killed in an elevator', 'security guard killed']","['In', 'Istanbul,', 'retired', 'CIA', 'operative', 'Bryan', 'Mills', 'and', 'his', 'wife', 'are', 'taken', 'hostage', 'by', 'the', 'father', 'of', 'a', 'kidnapper', 'Mills', 'killed', 'while', 'rescuing', 'his', 'daughter.']","['First', 'they', 'took', 'his', 'daughter.', 'Now', ""they're"", 'coming', 'for', 'him.']",Taken 2,"['Liam Neeson', 'Maggie Grace', 'Famke Janssen']",['Olivier Megaton']
['Comedy'],4256,['horror spoof'],"['In', 'the', 'third', 'installment', 'of', 'the', 'Scary', 'Movie', 'franchise,', 'news', 'anchorwoman', 'Cindy', 'Campbell', 'has', 'to', 'investigate', 'mysterious', 'crop', 'circles', 'and', 'killing', 'video', 'tapes,', 'and', 'help', 'the', 'President', 'stop', 'an', 'alien', 'invasion', 'in', 'the', 'process.']","['Great', 'trilogies', 'come', 'in', 'threes.']",Scary Movie 3,"['Pamela Anderson', 'Jenny McCarthy', 'Marny Eng']",['David Zucker']
"['Comedy', 'Crime', 'Action']",1493,"['undercover agent', 'beauty contest', 'terrorism']","['When', 'the', 'local', 'FBI', 'office', 'receives', 'a', 'letter', 'from', 'a', 'terrorist', 'known', 'only', 'as', ""'The"", ""Citizen',"", ""it's"", 'quickly', 'determined', 'that', ""he's"", 'planning', 'his', 'next', 'act', 'at', 'the', 'Miss', 'America', 'beauty', 'pageant.', 'Because', 'tough-as-nails', 'Gracie', 'Hart', 'is', 'the', 'only', 'female', 'Agent', 'at', 'the', 'office,', ""she's"", 'chosen', 'to', 'go', 'undercover', 'as', 'the', 'contestant', 'from', 'New', 'Jersey.']","['Never', 'Mess', 'With', 'An', 'Agent', 'In', 'A', 'Dress.']",Miss Congeniality,"['Sandra Bullock', 'Benjamin Bratt', 'Michael Caine']",['Donald Petrie']
"['Action', 'Science Fiction', 'Adventure', 'Comedy', 'Family']",88751,"['volcano', 'prehistoric', 'dinosaur', 'prehistoric creature', '3d']","['On', 'a', 'quest', 'to', 'find', 'out', 'what', 'happened', 'to', 'his', 'missing', 'brother,', 'a', 'scientist,', 'his', 'nephew', 'and', 'their', 'mountain', 'guide', 'discover', 'a', 'fantastic', 'and', 'dangerous', 'lost', 'world', 'in', 'the', 'center', 'of', 'the', 'earth.']","['Same', 'Planet.', 'Different', 'World.']",Journey to the Center of the Earth,"['Brendan Fraser', 'Josh Hutcherson', 'Anita Briem']",['Eric Brevig']
"['Comedy', 'Drama', 'Family', 'Romance']",11130,"['coronation', 'duty', 'marriage', 'falling in love']","['Mia', 'Thermopolis', 'is', 'now', 'a', 'college', 'graduate', 'and', 'on', 'her', 'way', 'to', 'Genovia', 'to', 'take', 'up', 'her', 'duties', 'as', 'princess.', 'Her', 'best', 'friend', 'Lilly', 'also', 'joins', 'her', 'for', 'the', 'summer.', 'Mia', 'continues', 'her', ""'princess"", ""lessons'-"", 'riding', 'horses', 'side-saddle,', 'archery,', 'and', 'other', 'royal.', 'But', 'her', 'complicated', 'life', 'is', 'turned', 'upside', 'down', 'once', 'again', 'when', 'she', 'not', 'only', 'learns', 'that', 'she', 'is', 'to', 'take', 'the', 'crown', 'as', 'queen', 'earlier', 'than', 'expected...']","['It', 'can', 'take', 'a', 'lifetime', 'to', 'find', 'true', 'love;', ""she's"", 'got', '30', 'days!']",The Princess Diaries 2: Royal Engagement,"['Anne Hathaway', 'Julie Andrews', 'Héctor Elizondo']",['Garry Marshall']
"['Drama', 'Mystery', 'Thriller', 'Crime']",9944,"['judge', 'professor', 'mission of murder', 'supreme court']","['Two', 'Supreme', 'Court', 'Justices', 'have', 'been', 'assassinated.', 'One', 'lone', 'law', 'student', 'has', 'stumbled', 'upon', 'the', 'truth.', 'An', 'investigative', 'journalist', 'wants', 'her', 'story.', 'Everybody', 'else', 'wants', 'her', 'dead.']","['Two', 'Supreme', 'Court', 'Justices', 'have', 'been', 'assassinated.', 'One', 'lone', 'law', 'student', 'has', 'stumbled', 'upon', 'the', 'truth.', 'An', 'investigative', 'journalist', 'wants', 'her', 'story.', 'Everybody', 'else', 'wants', 'her', 'dead.']",The Pelican Brief,"['Julia Roberts', 'Denzel Washington', 'Sam Shepard']",['Alan J. Pakula']
"['Drama', 'Thriller', 'Crime', 'Mystery']",10731,"['suicide', 'brother brother relationship', 'witness protection', 'principal witness ', 'brother', 'investigation', 'search for witnesses', 'lawyer', 'gangster']","['A', 'street-wise', 'kid,', 'Mark', 'Sway,', 'sees', 'the', 'suicide', 'of', 'Jerome', 'Clifford,', 'a', 'prominent', 'Louisiana', 'lawyer,', 'whose', 'current', 'client', 'is', 'Barry', ""'The"", ""Blade'"", 'Muldano,', 'a', 'Mafia', 'hit-man.', 'Before', 'Jerome', 'shoots', 'himself,', 'he', 'tells', 'Mark', 'where', 'the', 'body', 'of', 'a', 'Senator', 'is', 'buried.', 'Clifford', 'shoots', 'himself', 'and', 'Mark', 'is', 'found', 'at', 'the', 'scene,', 'and', 'both', 'the', 'FBI', 'and', 'the', 'Mafia', 'quickly', 'realize', 'that', 'Mark', 'probably', 'knows', 'more', 'than', 'he', 'says.']","['A', 'district', 'attorney', 'out', 'for', 'a', 'conviction.', 'A', 'new', 'lawyer', 'out', 'of', 'her', 'league.', 'A', 'young', 'boy', 'who', 'knew', 'too', 'much.']",The Client,"['Susan Sarandon', 'Tommy Lee Jones', 'Mary-Louise Parker']",['Joel Schumacher']
"['Drama', 'Comedy']",7350,"['africa', 'himalaya', 'brain tumor', 'wife husband relationship', 'sense of life', 'male friendship', 'safari', 'dying and death', 'wish', 'journey round the world', 'terminal illness', 'billionaire', 'father daughter relationship', 'estranged father', 'elderly', 'bucket list', 'taj mahal']","['Corporate', 'billionaire', 'Edward', 'Cole', 'and', 'working', 'class', 'mechanic', 'Carter', 'Chambers', 'are', 'worlds', 'apart.', 'At', 'a', 'crossroads', 'in', 'their', 'lives,', 'they', 'share', 'a', 'hospital', 'room', 'and', 'discover', 'they', 'have', 'two', 'things', 'in', 'common:', 'a', 'desire', 'to', 'spend', 'the', 'time', 'they', 'have', 'left', 'doing', 'everything', 'they', 'ever', 'wanted', 'to', 'do', 'and', 'an', 'unrealized', 'need', 'to', 'come', 'to', 'terms', 'with', 'who', 'they', 'are.', 'Together', 'they', 'embark', 'on', 'the', 'road', 'trip', 'of', 'a', 'lifetime,', 'becoming', 'friends', 'along', 'the', 'way', 'and', 'learning', 'to', 'live', 'life', 'to', 'the', 'fullest,', 'with', 'insight', 'and', 'humor.']","['Find', 'the', 'joy.']",The Bucket List,"['Jack Nicholson', 'Morgan Freeman', 'Sean Hayes']",['Rob Reiner']
"['Drama', 'Action', 'Thriller', 'Crime']",9869,"['assassination', 'assassin', 'repayment', 'ira', 'jack ryan']","['When', 'CIA', 'Analyst', 'Jack', 'Ryan', 'interferes', 'with', 'an', 'IRA', 'assassination,', 'a', 'renegade', 'faction', 'targets', 'Jack', 'and', 'his', 'family', 'as', 'revenge.']","['Not', 'for', 'honor.', 'Not', 'for', 'country.', 'For', 'his', 'wife', 'and', 'child.']",Patriot Games,"['Harrison Ford', 'Anne Archer', 'Patrick Bergin']",['Phillip Noyce']
"['Romance', 'Comedy']",4379,"['bad mother-in-law', 'surgeon', 'dogsitter', 'falling in love']","['Office', 'temp', 'Charlotte', 'Cantilini', 'thinks', ""she's"", 'found', 'Mr.', 'Right', 'when', 'she', 'starts', 'dating', 'gorgeous', 'surgeon', 'Dr.', 'Kevin', 'Fields.', 'But', ""there's"", 'a', 'problem', 'standing', 'in', 'the', 'way', 'of', 'everlasting', 'bliss:', ""Kevin's"", 'overbearing', 'and', 'controlling', 'mother,', 'Viola.', 'Fearing', ""she'll"", 'lose', 'her', ""son's"", 'affections', 'forever,', 'Viola', 'decides', 'to', 'break', 'up', 'the', 'happy', 'couple', 'by', 'becoming', 'the', ""world's"", 'worst', 'mother-in-law.']","['This', 'relationship', 'is', 'going', 'to', 'be', 'a', 'real', 'mother.']",Monster-in-Law,"['Jennifer Lopez', 'Jane Fonda', 'Michael Vartan']",['Robert Luketic']
"['Drama', 'Thriller', 'Crime']",146233,"['pennsylvania', 'kidnapping', 'maze', 'vigilante', 'rural setting', 'candlelight vigil']","['When', 'Keller', ""Dover's"", 'daughter', 'and', 'her', 'friend', 'go', 'missing,', 'he', 'takes', 'matters', 'into', 'his', 'own', 'hands', 'as', 'the', 'police', 'pursue', 'multiple', 'leads', 'and', 'the', 'pressure', 'mounts.', 'But', 'just', 'how', 'far', 'will', 'this', 'desperate', 'father', 'go', 'to', 'protect', 'his', 'family?']","['Every', 'moment', 'matters.']",Prisoners,"['Hugh Jackman', 'Jake Gyllenhaal', 'Paul Dano']",['Denis Villeneuve']
"['Action', 'Crime', 'Drama', 'Thriller']",2034,"['police brutality', 'war on drugs', 'drug traffic', 'drug dealer', 'los angeles', 'gang member', 'mexican american', 'barrio', 'cholo']","['On', 'his', 'first', 'day', 'on', 'the', 'job', 'as', 'a', 'narcotics', 'officer,', 'a', 'rookie', 'cop', 'works', 'with', 'a', 'rogue', 'detective', 'who', ""isn't"", 'what', 'he', 'appears.']","['The', 'only', 'thing', 'more', 'dangerous', 'than', 'the', 'line', 'being', 'crossed,', 'is', 'the', 'cop', 'who', 'will', 'cross', 'it.']",Training Day,"['Denzel Washington', 'Ethan Hawke', 'Scott Glenn']",['Antoine Fuqua']
"['Comedy', 'Family', 'Science Fiction']",926,"['space battle', 'spaceship', 'spoof', 'fictional tv show']","['The', 'stars', 'of', 'a', '1970s', 'sci-fi', 'show', '-', 'now', 'scraping', 'a', 'living', 'through', 're-runs', 'and', 'sci-fi', 'conventions', '-', 'are', 'beamed', 'aboard', 'an', 'alien', 'spacecraft.', 'Believing', 'the', ""cast's"", 'heroic', 'on-screen', 'dramas', 'are', 'historical', 'documents', 'of', 'real-life', 'adventures,', 'the', 'band', 'of', 'aliens', 'turn', 'to', 'the', 'ailing', 'celebrities', 'for', 'help', 'in', 'their', 'quest', 'to', 'overcome', 'the', 'oppressive', 'regime', 'in', 'their', 'solar', 'system.']","['A', 'comedy', 'of', 'Galactic', 'Proportions.']",Galaxy Quest,"['Tim Allen', 'Sigourney Weaver', 'Alan Rickman']",['Dean Parisot']
['Comedy'],4248,"['sex', 'exorcism', 'secret door']","['While', 'the', 'original', 'parodied', 'slasher', 'flicks', 'like', 'Scream,', 'Keenen', 'Ivory', ""Wayans's"", 'sequel', 'to', 'Scary', 'Movie', 'takes', 'comedic', 'aim', 'at', 'haunted', 'house', 'movies.', 'A', 'group', 'of', 'students', 'visit', 'a', 'mansion', 'called', '""Hell', 'House,""', 'and', 'murderous', 'high', 'jinks', 'ensue.']","['No', 'More', 'Mercy.', 'No', 'More', 'Shame.', 'No', 'More', 'Sequels', '-', 'Honest!', '-', 'We', 'Lied.']",Scary Movie 2,"['Anna Faris', 'Marlon Wayans', 'James DeBello']",['Keenen Ivory Wayans']
"['Comedy', 'Family', 'Music']",64328,"['musical', 'the muppets', 'robot', 'oil tycoon', 'studio tour', 'duringcreditsstinger']","['When', 'Kermit', 'the', 'Frog', 'and', 'the', 'Muppets', 'learn', 'that', 'their', 'beloved', 'theater', 'is', 'slated', 'for', 'demolition,', 'a', 'sympathetic', 'human,', 'Gary,', 'and', 'his', 'puppet', 'roommate,', 'Walter,', 'swoop', 'in', 'to', 'help', 'the', 'gang', 'put', 'on', 'a', 'show', 'and', 'raise', 'the', '$10', 'million', 'they', 'need', 'to', 'save', 'the', 'day.']","[""They're"", 'closer', 'than', 'you', 'think.']",The Muppets,"['Amy Adams', 'Jason Segel', 'Emily Blunt']",['James Bobin']
"['Horror', 'Action']",36647,"['suicide', 'hero', 'vampire', 'bite', 'fistfight', 'supernatural', 'vampire hunter', 'superhero', 'rivalry', 'tragic hero', 'good vs evil', 'one man army', 'extreme violence', 'martial arts master', 'scientist', 'violence', 'disarming someone', 'blade', 'machine gun', 'english subtitles in original', 'hypodermic needle', 'microscope', 'secret headquarters', 'bullet dodging', 'bullet time', 'kicked in the groin', 'x rayed skeleton', 'mouth guard', 'escapade', 'imaginary', 'deadly', 'master warrior', 'supernatural ability', 'fang vamp']","['When', ""Blade's"", 'mother', 'was', 'bitten', 'by', 'a', 'vampire', 'during', 'pregnancy,', 'she', 'did', 'not', 'know', 'that', 'she', 'gave', 'her', 'son', 'a', 'special', 'gift', 'while', 'dying:', 'All', 'the', 'good', 'vampire', 'attributes', 'in', 'combination', 'with', 'the', 'best', 'human', 'skills.', 'Blade', 'and', 'his', 'mentor', 'Whistler', 'battle', 'an', 'evil', 'vampire', 'rebel', '(Deacon', 'Frost)', 'who', 'plans', 'to', 'take', 'over', 'the', 'outdated', 'vampire', 'council,', 'capture', 'Blade', 'and', 'resurrect', 'voracious', 'blood', 'god', 'La', 'Magra.']","['Part', 'Man.', 'Part', 'Vampire.', 'All', 'Hero.']",Blade,"['Wesley Snipes', 'Stephen Dorff', 'Kris Kristofferson']",['Stephen Norrington']
['Drama'],7214,"['black people', 'autoritian education', 'sport', 'high school', 'scholarship', 'basketball', 'violence in schools', 'teacher', 'teachers and students']","['Based', 'on', 'a', 'true', 'story,', 'in', 'which', 'Richmond', 'High', 'School', 'head', 'basketball', 'coach', 'Ken', 'Carter', 'made', 'headlines', 'in', '1999', 'for', 'benching', 'his', 'undefeated', 'team', 'due', 'to', 'poor', 'academic', 'results.']","['It', 'begins', 'on', 'the', 'street.', 'It', 'ends', 'here.']",Coach Carter,"['Samuel L. Jackson', 'Rob Brown', ""Robert Ri'chard""]",['Thomas Carter']
"['Action', 'Adventure', 'Crime', 'Thriller']",1537,"['new york', 'custody battle', 'suspense', 'lawyer']","['A', 'rush-hour', 'fender-bender', 'on', 'New', 'York', ""City's"", 'crowded', 'FDR', 'Drive,', 'under', 'most', 'circumstances,', ""wouldn't"", 'set', 'off', 'a', 'chain', 'reaction', 'that', 'could', 'decimate', 'two', ""people's"", 'lives.', 'But', 'on', 'this', 'day,', 'at', 'this', 'time,', 'a', 'minor', 'collision', 'will', 'turn', 'two', 'complete', 'strangers', 'into', 'vicious', 'adversaries.', 'Their', 'means', 'of', 'destroying', 'each', 'other', 'might', 'be', 'different,', 'but', 'their', 'goals,', 'ultimately,', 'will', 'be', 'the', 'same:', 'Each', 'will', 'systematically', 'try', 'to', 'dismantle', 'the', ""other's"", 'life', 'in', 'a', 'reckless', 'effort', 'to', 'reclaim', 'something', 'he', 'has', 'lost.']","['An', 'ambitious', 'lawyer,', 'a', 'desperate', 'father,', 'they', 'had', 'no', 'reason', 'to', 'meet,', 'until', 'today,']",Changing Lanes,"['Ben Affleck', 'Samuel L. Jackson', 'Kim Staunton']",['Roger Michell']
"['Adventure', 'Horror', 'Thriller']",9360,"['amazon', 'jungle', 'anaconda', 'film crew', 'killer snake', 'river boat', 'amazon river', 'animal horror']","['A', '""National', 'Geographic""', 'film', 'crew', 'is', 'taken', 'hostage', 'by', 'an', 'insane', 'hunter,', 'who', 'takes', 'them', 'along', 'on', 'his', 'quest', 'to', 'capture', 'the', ""world's"", 'largest', '-', 'and', 'deadliest', '-', 'snake.']","['When', 'You', ""Can't"", 'Breathe', 'You', ""Can't"", 'Scream.']",Anaconda,"['Jennifer Lopez', 'Ice Cube', 'Jon Voight']",['Luis Llosa']
['Comedy'],6282,"['bar', 'musical', 'beautiful woman']","['Graced', 'with', 'a', 'velvet', 'voice,', '21-year-old', 'Violet', 'Sanford', 'heads', 'to', 'New', 'York', 'to', 'pursue', 'her', 'dream', 'of', 'becoming', 'a', 'songwriter', 'only', 'to', 'find', 'her', 'aspirations', 'sidelined', 'by', 'the', 'accolades', 'and', 'notoriety', 'she', 'receives', 'at', 'her', '""day""', 'job', 'as', 'a', 'barmaid', 'at', 'Coyote', 'Ugly.', 'The', '""Coyotes""', 'as', 'they', 'are', 'affectionately', 'called', 'tantalize', 'customers', 'and', 'the', 'media', 'alike', 'with', 'their', 'outrageous', 'antics,', 'making', 'Coyote', 'Ugly', 'the', 'watering', 'hole', 'for', 'guys', 'on', 'the', 'prowl.']","['This', 'party', 'never', 'ends.']",Coyote Ugly,"['Piper Perabo', 'Adam Garcia', 'John Goodman']",['David McNally']
"['Comedy', 'Romance', 'Drama']",508,"['london england', 'male nudity', 'female nudity', 'love at first sight', 'usa president', 'marseille', 'office', 'christmas party', 'marriage proposal', 'bars and restaurants', 'press conference', 'language barrier', 'prime minister', 'rock star', 'tv show', 'metal detector', 'war on terror', 'school performance', 'multiple storylines']","['Follows', 'seemingly', 'unrelated', 'people', 'as', 'their', 'lives', 'begin', 'to', 'intertwine', 'while', 'they', 'fall', 'in', '–', 'and', 'out', '–', 'of', 'love.', 'Affections', 'languish', 'and', 'develop', 'as', 'Christmas', 'draws', 'near.']","['The', 'ultimate', 'romantic', 'comedy.']",Love Actually,"['Keira Knightley', 'Heike Makatsch', 'Emma Thompson']",['Richard Curtis']
"['Adventure', 'Animation', 'Comedy', 'Family']",9487,"['winter', 'fight', 'ant', 'invention', 'collector', 'ant-hill', 'kids and family', 'grass', 'duringcreditsstinger']","['On', 'behalf', 'of', '""oppressed', 'bugs', 'everywhere,""', 'an', 'inventive', 'ant', 'named', 'Flik', 'hires', 'a', 'troupe', 'of', 'warrior', 'bugs', 'to', 'defend', 'his', 'bustling', 'colony', 'from', 'a', 'horde', 'of', 'freeloading', 'grasshoppers', 'led', 'by', 'the', 'evil-minded', 'Hopper.']","['An', 'epic', 'presentation', 'of', 'miniature', 'proportions.']",A Bug's Life,"['Kevin Spacey', 'Julia Louis-Dreyfus', 'Hayden Panettiere']",['Andrew Stanton']
"['Horror', 'Mystery', 'Thriller']",768,"['loss of family', 'drug addiction', 'jack the ripper']","['Frederick', 'Abberline', 'is', 'an', 'opium-huffing', 'inspector', 'from', 'Scotland', 'Yard', 'who', 'falls', 'for', 'one', 'of', 'Jack', 'the', ""Ripper's"", 'prostitute', 'targets', 'in', 'this', 'Hughes', 'brothers', 'adaption', 'of', 'a', 'graphic', 'novel', 'that', 'posits', 'the', ""Ripper's"", 'true', 'identity.']","['Only', 'the', 'legend', 'will', 'survive.']",From Hell,"['Johnny Depp', 'Heather Graham', 'Ian Holm']",['Albert Hughes']
